mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
18.996929693222047,0.2381189361647709,0.3585659980773926,0.023058832254901775,0.7,1.0,0.1,1500,3,0.05,0.2,0.5,"{'subsample': 0.7, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 1500, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.5}",-32170.836996491536,-31665.220070697822,-31637.99694616187,-31608.30274491587,-32052.135176778098,-31826.898387009038,236.06484940359772,37
25.804724884033202,1.9043193397183238,1.0893873214721679,0.055862466887060695,0.6,3.0,0.1,800,8,0.15,0.0,0.7,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 800, 'max_depth': 8, 'learning_rate': 0.15, 'gamma': 0, 'colsample_bytree': 0.7}",-28401.55807337982,-28381.456589541493,-28317.211509636727,-28187.20473695201,-28546.16420922752,-28366.719023747515,116.88276428447105,19
5.123651361465454,0.29170659281340083,0.1226409912109375,0.027505880050574,0.9,2.0,1.0,200,5,0.07,0.2,0.5,"{'subsample': 0.9, 'reg_lambda': 2, 'reg_alpha': 1.0, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.07, 'gamma': 0.2, 'colsample_bytree': 0.5}",-35476.12688570584,-35067.36941257772,-34724.40692765019,-35144.05986995259,-35462.48052301367,-35174.88872378001,278.889993488824,43
39.31666746139526,0.31997052629404604,1.7575212955474853,0.09431701340090384,0.9,0.5,1.0,1000,8,0.03,0.3,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 1000, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.9}",-27558.565468034038,-27294.87115642837,-27293.536534339175,-27318.4309652513,-27901.942841431977,-27473.469393096973,236.27988310837222,9
84.37651987075806,3.343125061425857,5.417919063568116,0.2379883842877125,0.7,1.0,1.0,1500,10,0.15,0.4,0.5,"{'subsample': 0.7, 'reg_lambda': 1, 'reg_alpha': 1.0, 'n_estimators': 1500, 'max_depth': 10, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.5}",-30079.376928956583,-29945.609906154423,-29830.77321222914,-29727.19186981371,-30450.179829800985,-30006.626349390972,250.90368565745732,28
53.99897837638855,7.614248892796644,2.8598528861999513,0.4021893083622244,1.0,2.0,0.0,800,10,0.07,0.2,1.0,"{'subsample': 1.0, 'reg_lambda': 2, 'reg_alpha': 0, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.07, 'gamma': 0.2, 'colsample_bytree': 1.0}",-28292.81626662255,-28283.62936467353,-27970.972352087898,-28346.546781893132,-28819.140612480045,-28342.621075551433,272.4590225489918,18
15.834845542907715,1.4158042148372287,0.4869846343994141,0.06846499287200349,0.5,2.0,0.1,200,9,0.01,0.2,0.5,"{'subsample': 0.5, 'reg_lambda': 2, 'reg_alpha': 0.1, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.5}",-56550.876277604555,-55566.28122687977,-55099.00031863943,-55818.628281632955,-55673.217652867854,-55741.60075152491,471.0007681000901,49
102.11782660484315,1.232474286857497,3.023689031600952,0.1733623049067608,0.5,0.5,0.5,1500,8,0.01,0.2,0.7,"{'subsample': 0.5, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1500, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.7}",-28668.773779188254,-28047.0588863753,-28032.401839178496,-28131.78006426478,-28690.725387456816,-28314.14799129273,300.5147349956358,17
69.7704201221466,9.599563442429139,2.291934061050415,0.1492711802552254,0.7,0.5,0.05,1200,8,0.03,0.3,0.8,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.05, 'n_estimators': 1200, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.8}",-27220.841824149138,-26826.822313497523,-26833.584112632678,-26834.284404295504,-27329.761897601722,-27009.05891043531,220.11366084018127,6
17.18005394935608,0.28516559655285945,0.6318782329559326,0.03176148489909504,0.8,3.0,1.0,200,10,0.07,0.2,0.5,"{'subsample': 0.8, 'reg_lambda': 3, 'reg_alpha': 1.0, 'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.07, 'gamma': 0.2, 'colsample_bytree': 0.5}",-29133.106623522453,-28471.130552823724,-28547.692294662556,-28532.745747197583,-29222.39397304019,-28781.413838249304,325.8492262233393,23
59.085083436965945,0.6706159026510001,2.519237184524536,0.23240518476937463,0.7,2.0,1.0,1200,8,0.03,0.1,0.8,"{'subsample': 0.7, 'reg_lambda': 2, 'reg_alpha': 1.0, 'n_estimators': 1200, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.8}",-27183.398062710872,-26829.978885449633,-26837.150239319017,-26762.0279902671,-27320.035021306932,-26986.51803981071,222.35392930165196,5
65.57872867584229,1.9306702814623857,2.336875343322754,0.041614236486228834,0.9,1.5,0.01,1200,8,0.03,0.0,1.0,"{'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 1200, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 1.0}",-27597.8193232915,-27320.40601039984,-27171.792502942975,-27227.40195403023,-27791.207165573313,-27421.72539124757,235.80479991094208,8
49.609603595733645,0.5241834451096198,1.5277414321899414,0.020542622085722346,0.9,0.5,0.1,1500,6,0.15,0.3,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 1500, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.8}",-27802.783787166867,-27789.189212590365,-27688.054940327125,-27391.204939046318,-27913.700226112942,-27716.986621048727,177.89961036173614,13
12.430473136901856,0.3305429847664487,0.385483980178833,0.10558916397439494,0.5,1.0,1.0,200,8,0.07,0.5,0.7,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 1.0, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.07, 'gamma': 0.5, 'colsample_bytree': 0.7}",-29625.897522118703,-29052.614123031097,-28958.71920319195,-29186.00521171021,-29831.538735170732,-29330.954959044542,339.00405325412,25
15.903432750701905,0.3421053921160656,0.33806357383728025,0.010426791154331134,0.8,0.5,0.05,500,5,0.05,0.3,0.5,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.05, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.5}",-31613.867155312215,-31015.10298093038,-30927.790472377816,-31006.506403840725,-31509.736623740548,-31214.60072724034,287.0127518060679,32
9.017220449447631,0.17407405951796195,0.2412435531616211,0.012461717592258123,1.0,1.0,0.05,200,7,0.15,0.5,0.8,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0.05, 'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.15, 'gamma': 0.5, 'colsample_bytree': 0.8}",-29224.777697590474,-28678.768273280155,-28604.31289189994,-28752.366373877452,-29273.45913011627,-28906.73687335286,283.8645373316721,24
25.416283130645752,0.25700399794685486,0.49993276596069336,0.015521708620962884,0.6,1.0,0.05,1000,4,0.05,0.5,0.5,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.05, 'n_estimators': 1000, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.5}",-30817.48424199659,-30411.925024759865,-30300.18668358173,-30344.78862505174,-30811.314692725526,-30537.13985362309,229.1677864719044,30
13.644903659820557,0.18347685454936513,0.4876724720001221,0.08913467759209792,0.7,2.0,0.01,200,9,0.1,0.0,0.5,"{'subsample': 0.7, 'reg_lambda': 2, 'reg_alpha': 0.01, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.5}",-28813.528737535857,-28496.21061524075,-28268.480787455548,-28243.79290027171,-29002.674453320324,-28564.93749876484,299.71822257506676,20
31.179802989959718,0.22150807389455243,0.5298208236694336,0.0430645751881805,0.6,3.0,0.5,1500,3,0.05,0.0,0.6,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.5, 'n_estimators': 1500, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",-32159.046153487554,-31809.310555942368,-31516.939838440616,-31573.764583452215,-31948.5342164465,-31801.519069553848,237.63721137169023,36
95.00759053230286,1.5384894270051996,3.981234073638916,0.04801992244121522,0.5,1.0,0.1,1500,9,0.05,0.3,0.8,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 1500, 'max_depth': 9, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.8}",-27521.874410494085,-27338.831641793524,-27179.295050458793,-27292.605509666028,-27675.148253418043,-27401.550973166093,175.80314277920448,7
33.50305337905884,0.2557217823466678,0.5332957744598389,0.016335065897509146,0.6,0.5,0.05,1500,3,0.03,0.3,0.7,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.05, 'n_estimators': 1500, 'max_depth': 3, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.7}",-34543.774005870146,-34035.90035792488,-33973.18174233374,-33894.56611112835,-34376.9144319243,-34164.867329836285,250.9871852434468,41
63.34696202278137,1.417235994369869,2.2706319808959963,0.13408597179103107,0.6,3.0,0.1,1500,7,0.05,0.2,0.9,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 1500, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.9}",-27102.721887936936,-26883.727023225612,-26756.791526678266,-26747.872598692516,-27149.16187169627,-26928.054981645917,169.2091102824839,4
13.122037029266357,0.3218104883261857,0.26415276527404785,0.025703633880791714,1.0,1.0,0.0,200,7,0.01,0.4,1.0,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 0.4, 'colsample_bytree': 1.0}",-55283.666600169665,-54342.10895542519,-53754.11603601192,-54572.546524962745,-54662.42388965455,-54522.97240124482,494.8558723573768,47
98.93218150138856,1.8635549738734343,4.230415964126587,0.19509606112254954,0.8,1.0,0.0,1500,9,0.03,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 1500, 'max_depth': 9, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-27078.561450803245,-26634.555040260744,-26635.86201773175,-26565.413024049667,-27138.099629862027,-26810.49823254149,245.2350457686303,1
27.577371978759764,0.5002604877549587,0.5764347553253174,0.009073939545627286,0.6,1.5,0.0,800,5,0.03,0.5,1.0,"{'subsample': 0.6, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 1.0}",-31771.60633014686,-31166.180218305246,-31111.57396511658,-31207.362972961015,-31722.169156911794,-31395.778528688294,288.70934112600844,34
23.467271471023558,0.39260794925285053,0.4693012237548828,0.018229464572842656,0.6,1.0,0.01,500,6,0.01,0.0,0.9,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.01, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.9}",-40824.08654937896,-40156.27154928969,-39913.87570257147,-40128.52318684718,-40658.95031634153,-40336.34146088577,345.2716814343095,45
13.778852558135986,0.0822004112518016,0.35555181503295896,0.018732702420171443,0.6,1.5,0.1,200,8,0.03,0.3,0.7,"{'subsample': 0.6, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.7}",-33681.863998728644,-32952.33382081572,-32803.752890428004,-33101.74898277859,-33580.62518190437,-33224.06497493107,347.0378647408003,39
80.51110906600952,0.6143936377711001,4.164508867263794,0.22549959506218148,1.0,0.5,0.01,1200,10,0.15,0.1,0.5,"{'subsample': 1.0, 'reg_lambda': 0.5, 'reg_alpha': 0.01, 'n_estimators': 1200, 'max_depth': 10, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.5}",-29547.665029647884,-29355.420404869048,-29311.79662720081,-29227.461287840415,-29948.064037204094,-29478.081477352454,257.3838949112925,27
28.757991552352905,0.3878177101157578,0.9434314727783203,0.02007396608954951,0.5,1.5,0.05,500,8,0.1,0.0,0.9,"{'subsample': 0.5, 'reg_lambda': 1.5, 'reg_alpha': 0.05, 'n_estimators': 500, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",-28120.019881440137,-28124.636533879322,-27875.71587945438,-27897.110264044655,-28231.80301667478,-28049.85711509866,139.4817958106657,15
15.735857915878295,0.27707439624884705,0.28463091850280764,0.03768022035514123,0.9,2.0,0.01,500,4,0.05,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 2, 'reg_alpha': 0.01, 'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",-34463.37710001106,-33937.058303213016,-33883.70700044656,-33884.57790919206,-34462.79858349294,-34126.303779271126,275.6612487793381,40
8.524572706222534,0.7933465170338169,0.2247918128967285,0.015844982057810583,0.8,1.0,0.1,200,6,0.07,0.3,0.5,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.07, 'gamma': 0.3, 'colsample_bytree': 0.5}",-32961.098068042396,-32162.596530173076,-32100.938651380227,-32244.167737643154,-32763.90420167934,-32446.541037783638,348.2840107401687,38
42.22112307548523,1.4473114849708875,2.072254991531372,0.7821369842424822,1.0,0.5,0.5,1000,7,0.15,0.2,0.9,"{'subsample': 1.0, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.15, 'gamma': 0.2, 'colsample_bytree': 0.9}",-28000.637390239488,-27871.87034364669,-27758.139981531265,-27872.256445053765,-28237.946074481573,-27948.17004699055,163.96274801546724,14
28.478330659866334,1.6992070943276005,0.5881396770477295,0.05791912672566078,1.0,0.5,0.05,1000,4,0.05,0.4,0.9,"{'subsample': 1.0, 'reg_lambda': 0.5, 'reg_alpha': 0.05, 'n_estimators': 1000, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.4, 'colsample_bytree': 0.9}",-31155.13120314895,-30540.320239488618,-30604.505391312254,-30709.56683044803,-31101.875079053214,-30822.279748690216,256.35704671233407,31
14.774944019317626,0.6992174516272528,0.30020642280578613,0.025819766366902534,0.5,1.0,1.0,200,7,0.01,0.1,0.8,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 1.0, 'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.8}",-55892.533021143834,-54919.76838504221,-54292.01095968261,-55064.92299138579,-55210.942805291445,-55076.03563250918,514.6077267083671,48
39.83345441818237,0.7249709123542761,0.8831337928771973,0.03384152314282636,0.6,0.5,0.01,1000,5,0.03,0.1,0.9,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.01, 'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.9}",-30566.898567415017,-30116.440027164757,-30019.431361762912,-30010.209714266286,-30560.038474898203,-30254.603629101435,254.9282782889682,29
20.517068481445314,0.18271416678252436,0.44659996032714844,0.0634947529763186,0.9,2.0,0.01,500,5,0.05,0.3,0.6,"{'subsample': 0.9, 'reg_lambda': 2, 'reg_alpha': 0.01, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.6}",-31604.747241911133,-31060.784545992836,-30900.273249944243,-31036.923313679734,-31490.14013544425,-31218.573697394437,276.43725863580016,33
8.136732482910157,0.1656376065093317,0.17663950920104982,0.016162612122258266,0.5,0.5,0.5,200,4,0.1,0.5,0.7,"{'subsample': 0.5, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-36539.83046473309,-35827.61509610087,-35483.66762581332,-35738.04098173408,-36178.843090413764,-35953.59945175903,368.1236015888635,44
9.368621635437012,0.1784760639285142,0.250608491897583,0.021756783941755464,0.5,1.5,0.01,200,5,0.15,0.5,0.9,"{'subsample': 0.5, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.15, 'gamma': 0.5, 'colsample_bytree': 0.9}",-31696.967373677704,-31322.40606950895,-31343.469766577084,-31346.85229497996,-31768.658017403865,-31495.67070442951,195.12821440467405,35
10.018107986450195,0.6860295575883683,0.2413543701171875,0.06772931993597552,0.9,1.0,0.5,200,4,0.01,0.3,0.5,"{'subsample': 0.9, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 0.5}",-73906.51982339345,-73108.06425046881,-72446.7433021874,-73257.27689866367,-72860.59175318449,-73115.83920557957,481.26531149228356,50
32.9739146232605,0.3178707831482976,0.8696828842163086,0.06554441042302582,0.6,1.0,0.1,200,10,0.07,0.3,0.9,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.07, 'gamma': 0.3, 'colsample_bytree': 0.9}",-28855.74039679732,-28770.539188743416,-28398.751702111484,-28430.13230362715,-29214.34010309005,-28733.90073887388,300.53598787339575,22
55.97288098335266,2.2273458067594394,1.7149199008941651,0.06528783804933964,1.0,3.0,1.0,500,8,0.01,0.5,0.8,"{'subsample': 1.0, 'reg_lambda': 3, 'reg_alpha': 1.0, 'n_estimators': 500, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-35140.95020593034,-34387.26653583303,-34224.604442113436,-34431.183598545234,-35041.104756809975,-34645.0219078464,371.95214743388647,42
55.182843351364134,1.1252892461998163,2.252074384689331,0.40737396737048737,0.6,0.5,1.0,500,9,0.07,0.0,0.7,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.07, 'gamma': 0, 'colsample_bytree': 0.7}",-27918.380771797474,-27502.284972824717,-27346.311852659208,-27323.978624330583,-28032.90572488559,-27624.772389299516,295.2283958546492,12
165.07178778648375,3.8665259322946133,6.010959529876709,0.2106489578260472,0.6,3.0,1.0,1500,10,0.01,0.4,0.6,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 1.0, 'n_estimators': 1500, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.4, 'colsample_bytree': 0.6}",-27861.819788449535,-27251.125299448002,-27257.27924022026,-27374.66781265492,-27907.619304450258,-27530.502289044594,292.90792050642153,11
9.122333192825318,0.5694882890610741,0.20227627754211425,0.02254735562082705,1.0,2.0,0.5,200,3,0.07,0.0,0.7,"{'subsample': 1.0, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.07, 'gamma': 0, 'colsample_bytree': 0.7}",-43717.55400934893,-43653.894017559825,-43301.63926380654,-43434.88066633219,-43887.969713322425,-43599.187534073986,207.81255437636585,46
75.87655549049377,8.41364518965128,2.4807040691375732,0.22265718714708715,0.5,1.5,0.1,1200,8,0.15,0.4,0.9,"{'subsample': 0.5, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 1200, 'max_depth': 8, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.9}",-29504.287833941486,-29331.323902114415,-29249.326992223876,-29166.072315906804,-29591.23329616385,-29368.44886807009,157.8668295227999,26
64.16304473876953,1.6339808111004548,2.6249180316925047,0.43816264590996523,0.6,3.0,0.0,1500,7,0.03,0.1,0.5,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0, 'n_estimators': 1500, 'max_depth': 7, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.5}",-27141.991448989076,-26649.805673197516,-26746.482228011108,-26653.133246763962,-27133.04881769396,-26864.892282931123,225.30732573856966,2
18.404655075073244,0.0860265327685998,0.46767210960388184,0.019900270426801325,0.6,1.0,0.1,500,6,0.1,0.4,0.8,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.8}",-28274.13282284306,-28128.541110382408,-27764.85902660934,-28057.019938405247,-28443.60268879253,-28133.631117406516,227.02913476841752,16
75.12913641929626,4.109534048024588,4.222328042984008,0.21520464944235485,0.5,3.0,0.01,800,9,0.07,0.1,0.5,"{'subsample': 0.5, 'reg_lambda': 3, 'reg_alpha': 0.01, 'n_estimators': 800, 'max_depth': 9, 'learning_rate': 0.07, 'gamma': 0.1, 'colsample_bytree': 0.5}",-27781.911968349337,-27271.60555723328,-27244.397200124662,-27276.684066122332,-27803.880131616625,-27475.695784689247,259.3186599514446,10
59.27338662147522,4.286757022473169,1.2490734577178955,0.14939495292977684,0.8,3.0,1.0,1000,5,0.05,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 3, 'reg_alpha': 1.0, 'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",-29016.905818754665,-28609.05905893277,-28445.73606708164,-28520.13372666356,-28917.588962494017,-28701.884726785334,224.9572280295767,21
73.03108491897584,3.928244930491149,1.1695274353027343,0.3909905349436969,0.8,0.5,0.05,1500,6,0.05,0.5,0.6,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.05, 'n_estimators': 1500, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-27120.613322618894,-26705.632916842056,-26814.761630632256,-26669.09314266223,-27075.563621866484,-26877.13292692438,187.2113392281581,3
